admission_number,student_name,grade,section,total_fee,paid_amount,due_amount,late_fee,status
ADM-2026-05231,Vivaan Choudhury,10th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05232,Karan Malhotra,10th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05233,Anjali Rao,9th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05234,Rohan Sen,12th Grade,A,18000.0,8505.07,9494.93,0.0,PENDING_DUE
ADM-2026-05235,Ayaan Sharma,10th Grade,C,15000.0,6982.07,8017.93,0.0,PENDING_DUE
ADM-2026-05236,Sanya Mehta,12th Grade,A,12000.0,6061.0,5939.0,0.0,PENDING_DUE
ADM-2026-05237,Pari Iyer,11th Grade,D,15000.0,5550.99,9449.01,0.0,PENDING_DUE
ADM-2026-05238,Reyansh Das,9th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05239,Aadhya Choudhury,12th Grade,B,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05240,Diya Choudhury,11th Grade,D,15000.0,8088.8,6911.2,0.0,PENDING_DUE
ADM-2026-05241,Pari Malhotra,10th Grade,D,15000.0,5041.33,9958.67,0.0,PENDING_DUE
ADM-2026-05242,Riya Nair,9th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05243,Meera Deshmukh,11th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05244,Krishna Singh,11th Grade,B,12000.0,1683.36,10316.64,500.0,DEFAULT_AGED
ADM-2026-05245,Arjun Kumar,11th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05246,Sanya Deshmukh,12th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05247,Karan Patel,9th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05248,Karan Menon,9th Grade,C,12000.0,8022.24,3977.76,0.0,PENDING_DUE
ADM-2026-05249,Aarav Pillai,9th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05250,Aditya Pillai,11th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05251,Neha Verma,11th Grade,B,12000.0,5928.83,6071.17,0.0,PENDING_DUE
ADM-2026-05252,Ishaan Sharma,12th Grade,D,12000.0,3694.74,8305.26,0.0,PENDING_DUE
ADM-2026-05253,Kavita Kumar,10th Grade,C,18000.0,4366.16,13633.84,0.0,PENDING_DUE
ADM-2026-05254,Ayaan Sharma,10th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05255,Vivaan Mehta,9th Grade,B,15000.0,6833.99,8166.01,0.0,PENDING_DUE
ADM-2026-05256,Aarav Sharma,11th Grade,B,12000.0,7547.88,4452.12,0.0,PENDING_DUE
ADM-2026-05257,Aadhya Nair,10th Grade,C,18000.0,7275.66,10724.34,0.0,PENDING_DUE
ADM-2026-05258,Vivaan Choudhury,11th Grade,B,22000.0,5152.86,16847.14,250.0,DEFAULT_AGED
ADM-2026-05259,Rahul Gupta,10th Grade,A,15000.0,8699.42,6300.58,0.0,PENDING_DUE
ADM-2026-05260,Vivaan Menon,12th Grade,D,18000.0,61.22,17938.78,1000.0,DEFAULT_AGED
ADM-2026-05261,Ayaan Das,11th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05262,Meera Menon,11th Grade,C,22000.0,4914.52,17085.48,0.0,PENDING_DUE
ADM-2026-05263,Rahul Menon,9th Grade,D,15000.0,10382.85,4617.15,0.0,PENDING_DUE
ADM-2026-05264,Rohan Gupta,10th Grade,D,15000.0,7576.1,7423.9,0.0,PENDING_DUE
ADM-2026-05265,Rohan Mehta,10th Grade,D,22000.0,15073.15,6926.85,0.0,PENDING_DUE
ADM-2026-05266,Aadhya Mehta,12th Grade,C,12000.0,6782.44,5217.56,0.0,PENDING_DUE
ADM-2026-05267,Meera Bose,11th Grade,A,15000.0,233.44,14766.56,1000.0,DEFAULT_AGED
ADM-2026-05268,Krishna Sharma,12th Grade,A,22000.0,1389.91,20610.09,1000.0,DEFAULT_AGED
ADM-2026-05269,Kavita Choudhury,10th Grade,C,22000.0,11790.39,10209.61,0.0,PENDING_DUE
ADM-2026-05270,Ananya Sharma,11th Grade,A,15000.0,3978.38,11021.62,1000.0,DEFAULT_AGED
ADM-2026-05271,Sanya Deshmukh,10th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05272,Pari Reddy,10th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05273,Reyansh Joshi,9th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05274,Ishaan Singh,9th Grade,D,15000.0,10426.25,4573.75,0.0,PENDING_DUE
ADM-2026-05275,Kavita Iyer,11th Grade,C,12000.0,182.75,11817.25,500.0,DEFAULT_AGED
ADM-2026-05276,Amit Patel,11th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05277,Vikas Mehta,11th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05278,Ishaan Sharma,9th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05279,Karan Menon,12th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05280,Rahul Malhotra,10th Grade,A,15000.0,3019.47,11980.53,0.0,PENDING_DUE
ADM-2026-05281,Vihaan Nair,12th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05282,Vivaan Verma,10th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05283,Krishna Pillai,10th Grade,B,15000.0,1799.95,13200.05,500.0,DEFAULT_AGED
ADM-2026-05284,Sai Gupta,9th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05285,Pankaj Bose,12th Grade,A,22000.0,13069.95,8930.05,0.0,PENDING_DUE
ADM-2026-05286,Aadhya Verma,11th Grade,A,15000.0,4912.05,10087.95,0.0,PENDING_DUE
ADM-2026-05287,Ayaan Patel,12th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05288,Karan Das,12th Grade,A,22000.0,10955.86,11044.14,0.0,PENDING_DUE
ADM-2026-05289,Sanya Sharma,9th Grade,A,18000.0,5070.11,12929.89,0.0,PENDING_DUE
ADM-2026-05290,Aadhya Menon,12th Grade,C,18000.0,7123.57,10876.43,0.0,PENDING_DUE
ADM-2026-05291,Diya Verma,10th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05292,Krishna Kumar,12th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05293,Ayaan Patel,9th Grade,D,15000.0,10456.0,4544.0,0.0,PENDING_DUE
ADM-2026-05294,Ananya Sharma,10th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05295,Vihaan Reddy,9th Grade,A,15000.0,3426.82,11573.18,500.0,DEFAULT_AGED
ADM-2026-05296,Riya Patel,9th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05297,Ananya Deshmukh,11th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05298,Pooja Deshmukh,12th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05299,Priya Rao,12th Grade,A,18000.0,5375.56,12624.44,0.0,PENDING_DUE
ADM-2026-05300,Ishaan Kumar,12th Grade,A,12000.0,2519.9,9480.1,500.0,DEFAULT_AGED
ADM-2026-05301,Vikas Sen,12th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05302,Arjun Deshmukh,10th Grade,D,15000.0,9512.45,5487.55,0.0,PENDING_DUE
ADM-2026-05303,Sanya Rao,12th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05304,Vikas Pillai,11th Grade,B,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05305,Meera Joshi,12th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05306,Diya Malhotra,12th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05307,Pari Choudhury,10th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05308,Pooja Joshi,10th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05309,Ayaan Deshmukh,11th Grade,D,22000.0,7160.8,14839.2,0.0,PENDING_DUE
ADM-2026-05310,Aadhya Bose,10th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05311,Diya Pillai,9th Grade,A,12000.0,5748.17,6251.83,0.0,PENDING_DUE
ADM-2026-05312,Vikas Mehta,10th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05313,Ayaan Menon,12th Grade,B,12000.0,5220.95,6779.05,0.0,PENDING_DUE
ADM-2026-05314,Vivaan Sen,11th Grade,C,15000.0,5141.65,9858.35,0.0,PENDING_DUE
ADM-2026-05315,Rohan Menon,12th Grade,B,15000.0,37.91,14962.09,250.0,DEFAULT_AGED
ADM-2026-05316,Riya Verma,10th Grade,C,18000.0,8702.69,9297.31,0.0,PENDING_DUE
ADM-2026-05317,Ishaan Gupta,10th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05318,Vivaan Choudhury,9th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05319,Diya Das,9th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05320,Vikas Reddy,9th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05321,Ananya Joshi,9th Grade,C,12000.0,3455.01,8544.99,250.0,DEFAULT_AGED
ADM-2026-05322,Vivaan Sharma,12th Grade,B,12000.0,3484.93,8515.07,0.0,PENDING_DUE
ADM-2026-05323,Sai Sen,9th Grade,A,18000.0,7809.5,10190.5,0.0,PENDING_DUE
ADM-2026-05324,Diya Sen,12th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05325,Meera Bose,11th Grade,B,12000.0,7914.9,4085.1,0.0,PENDING_DUE
ADM-2026-05326,Reyansh Singh,11th Grade,C,12000.0,5437.41,6562.59,0.0,PENDING_DUE
ADM-2026-05327,Neha Verma,12th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05328,Pari Mehta,9th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05329,Ayaan Deshmukh,10th Grade,D,15000.0,2718.48,12281.52,1000.0,DEFAULT_AGED
ADM-2026-05330,Kavita Bose,9th Grade,A,15000.0,9020.45,5979.55,0.0,PENDING_DUE
ADM-2026-05331,Riya Joshi,12th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05332,Ananya Bose,12th Grade,B,15000.0,9750.56,5249.44,0.0,PENDING_DUE
ADM-2026-05333,Pooja Iyer,9th Grade,B,15000.0,5643.21,9356.79,0.0,PENDING_DUE
ADM-2026-05334,Aditya Rao,11th Grade,C,12000.0,727.18,11272.82,500.0,DEFAULT_AGED
ADM-2026-05335,Diya Verma,11th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05336,Sneha Menon,9th Grade,A,22000.0,10845.49,11154.51,0.0,PENDING_DUE
ADM-2026-05337,Anjali Kumar,10th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05338,Sneha Gupta,10th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05339,Karan Choudhury,9th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05340,Ishaan Malhotra,11th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05341,Vihaan Kumar,10th Grade,B,18000.0,2491.26,15508.74,500.0,DEFAULT_AGED
ADM-2026-05342,Priya Das,11th Grade,C,18000.0,5439.87,12560.13,0.0,PENDING_DUE
ADM-2026-05343,Neha Nair,11th Grade,A,15000.0,7270.13,7729.87,0.0,PENDING_DUE
ADM-2026-05344,Sai Das,12th Grade,D,15000.0,5013.45,9986.55,0.0,PENDING_DUE
ADM-2026-05345,Priya Sharma,12th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05346,Pankaj Nair,10th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05347,Vivaan Pillai,11th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05348,Rohan Das,9th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05349,Vikas Rao,11th Grade,D,18000.0,11674.9,6325.1,0.0,PENDING_DUE
ADM-2026-05350,Aditya Joshi,12th Grade,B,15000.0,2517.09,12482.91,1000.0,DEFAULT_AGED
ADM-2026-05351,Pankaj Choudhury,11th Grade,A,18000.0,1359.49,16640.51,1000.0,DEFAULT_AGED
ADM-2026-05352,Ishaan Pillai,9th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05353,Pooja Kumar,12th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05354,Ananya Nair,10th Grade,B,18000.0,8623.11,9376.89,0.0,PENDING_DUE
ADM-2026-05355,Amit Pillai,10th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05356,Vikas Deshmukh,11th Grade,A,18000.0,2859.52,15140.48,250.0,DEFAULT_AGED
ADM-2026-05357,Aarav Reddy,12th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05358,Ishaan Pillai,9th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05359,Arjun Nair,9th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05360,Aditya Pillai,11th Grade,A,22000.0,9062.8,12937.2,0.0,PENDING_DUE
ADM-2026-05361,Sneha Joshi,12th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05362,Arjun Deshmukh,11th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05363,Aarav Rao,10th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05364,Kavita Deshmukh,9th Grade,B,15000.0,10296.57,4703.43,0.0,PENDING_DUE
ADM-2026-05365,Anjali Pillai,9th Grade,A,12000.0,1158.65,10841.35,500.0,DEFAULT_AGED
ADM-2026-05366,Rohan Nair,9th Grade,B,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05367,Aarav Malhotra,10th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05368,Aditya Patel,12th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05369,Kavita Patel,9th Grade,D,15000.0,3583.44,11416.56,0.0,PENDING_DUE
ADM-2026-05370,Pankaj Deshmukh,10th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05371,Karan Mehta,10th Grade,A,22000.0,9711.84,12288.16,0.0,PENDING_DUE
ADM-2026-05372,Priya Iyer,9th Grade,D,22000.0,11618.35,10381.65,0.0,PENDING_DUE
ADM-2026-05373,Ishaan Iyer,9th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05374,Vivaan Menon,10th Grade,D,22000.0,6046.81,15953.19,0.0,PENDING_DUE
ADM-2026-05375,Pari Reddy,11th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05376,Sneha Deshmukh,9th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05377,Diya Iyer,10th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05378,Karan Malhotra,12th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05379,Pankaj Iyer,11th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05380,Arjun Nair,12th Grade,B,22000.0,1350.7,20649.3,250.0,DEFAULT_AGED
ADM-2026-05381,Diya Verma,12th Grade,D,15000.0,67.55,14932.45,250.0,DEFAULT_AGED
ADM-2026-05382,Sneha Pillai,12th Grade,C,12000.0,7086.55,4913.45,0.0,PENDING_DUE
ADM-2026-05383,Priya Choudhury,11th Grade,B,15000.0,7664.66,7335.34,0.0,PENDING_DUE
ADM-2026-05384,Aarav Iyer,10th Grade,B,15000.0,3197.01,11802.99,0.0,PENDING_DUE
ADM-2026-05385,Karan Sharma,10th Grade,D,22000.0,4344.58,17655.42,500.0,DEFAULT_AGED
ADM-2026-05386,Diya Sharma,10th Grade,B,15000.0,4337.53,10662.47,0.0,PENDING_DUE
ADM-2026-05387,Reyansh Bose,11th Grade,C,22000.0,11492.78,10507.22,0.0,PENDING_DUE
ADM-2026-05388,Rahul Bose,11th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05389,Riya Das,10th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05390,Diya Rao,12th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05391,Ananya Menon,10th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05392,Anjali Patel,11th Grade,B,18000.0,3805.33,14194.67,250.0,DEFAULT_AGED
ADM-2026-05393,Reyansh Nair,11th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05394,Kavita Pillai,11th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05395,Aditya Rao,9th Grade,B,15000.0,5234.26,9765.74,0.0,PENDING_DUE
ADM-2026-05396,Diya Patel,11th Grade,D,22000.0,8401.95,13598.05,0.0,PENDING_DUE
ADM-2026-05397,Vivaan Joshi,10th Grade,D,15000.0,203.18,14796.82,1000.0,DEFAULT_AGED
ADM-2026-05398,Reyansh Patel,11th Grade,A,18000.0,4232.44,13767.56,500.0,DEFAULT_AGED
ADM-2026-05399,Ananya Menon,9th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05400,Diya Pillai,12th Grade,C,12000.0,4869.3,7130.7,0.0,PENDING_DUE
ADM-2026-05401,Karan Choudhury,9th Grade,C,18000.0,2610.35,15389.65,250.0,DEFAULT_AGED
ADM-2026-05402,Reyansh Patel,11th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05403,Vihaan Rao,9th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05404,Vihaan Pillai,11th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05405,Pankaj Kumar,9th Grade,A,15000.0,5749.3,9250.7,0.0,PENDING_DUE
ADM-2026-05406,Ayaan Singh,11th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05407,Diya Kumar,11th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05408,Aarav Deshmukh,9th Grade,B,12000.0,3982.45,8017.55,0.0,PENDING_DUE
ADM-2026-05409,Aarav Das,9th Grade,A,12000.0,1926.68,10073.32,500.0,DEFAULT_AGED
ADM-2026-05410,Krishna Rao,9th Grade,C,18000.0,11855.15,6144.85,0.0,PENDING_DUE
ADM-2026-05411,Sai Mehta,12th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05412,Aadhya Bose,9th Grade,B,15000.0,5675.39,9324.61,0.0,PENDING_DUE
ADM-2026-05413,Diya Sen,12th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05414,Pari Menon,12th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05415,Amit Pillai,10th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05416,Sneha Bose,12th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05417,Meera Malhotra,10th Grade,A,18000.0,8897.32,9102.68,0.0,PENDING_DUE
ADM-2026-05418,Sanya Malhotra,10th Grade,C,22000.0,6343.62,15656.38,250.0,DEFAULT_AGED
ADM-2026-05419,Anjali Pillai,12th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05420,Aadhya Gupta,12th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05421,Vihaan Choudhury,9th Grade,A,12000.0,2297.14,9702.86,250.0,DEFAULT_AGED
ADM-2026-05422,Pooja Singh,10th Grade,C,12000.0,2550.68,9449.32,0.0,PENDING_DUE
ADM-2026-05423,Aditya Das,11th Grade,B,12000.0,1717.9,10282.1,500.0,DEFAULT_AGED
ADM-2026-05424,Kavita Pillai,12th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05425,Rahul Sen,10th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05426,Krishna Deshmukh,10th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05427,Pooja Choudhury,12th Grade,D,22000.0,2098.64,19901.36,500.0,DEFAULT_AGED
ADM-2026-05428,Sneha Das,11th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05429,Riya Iyer,10th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05430,Anjali Verma,9th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05431,Pari Bose,11th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05432,Vihaan Verma,10th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05433,Rohan Kumar,12th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05434,Vikas Mehta,10th Grade,C,15000.0,4315.57,10684.43,0.0,PENDING_DUE
ADM-2026-05435,Rahul Bose,10th Grade,A,12000.0,7804.55,4195.45,0.0,PENDING_DUE
ADM-2026-05436,Diya Mehta,9th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05437,Ayaan Kumar,12th Grade,A,12000.0,1169.09,10830.91,250.0,DEFAULT_AGED
ADM-2026-05438,Karan Menon,10th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05439,Sneha Mehta,12th Grade,B,18000.0,10576.07,7423.93,0.0,PENDING_DUE
ADM-2026-05440,Sanya Kumar,11th Grade,A,18000.0,12547.85,5452.15,0.0,PENDING_DUE
ADM-2026-05441,Karan Singh,11th Grade,D,12000.0,1391.76,10608.24,500.0,DEFAULT_AGED
ADM-2026-05442,Amit Verma,9th Grade,A,15000.0,3893.1,11106.9,500.0,DEFAULT_AGED
ADM-2026-05443,Sneha Choudhury,11th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05444,Pari Malhotra,9th Grade,A,18000.0,5350.65,12649.35,0.0,PENDING_DUE
ADM-2026-05445,Priya Rao,11th Grade,A,22000.0,9157.47,12842.53,0.0,PENDING_DUE
ADM-2026-05446,Aarav Rao,9th Grade,C,22000.0,7299.73,14700.27,0.0,PENDING_DUE
ADM-2026-05447,Ananya Pillai,11th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05448,Aarav Patel,11th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05449,Sneha Pillai,10th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05450,Rohan Rao,9th Grade,B,15000.0,9967.73,5032.27,0.0,PENDING_DUE
ADM-2026-05451,Aarav Kumar,10th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05452,Pari Rao,12th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05453,Sai Reddy,9th Grade,B,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05454,Vikas Gupta,11th Grade,B,15000.0,8340.14,6659.86,0.0,PENDING_DUE
ADM-2026-05455,Ishaan Pillai,11th Grade,D,18000.0,9596.21,8403.79,0.0,PENDING_DUE
ADM-2026-05456,Neha Malhotra,12th Grade,B,22000.0,6467.61,15532.39,0.0,PENDING_DUE
ADM-2026-05457,Sai Deshmukh,11th Grade,B,15000.0,6746.73,8253.27,0.0,PENDING_DUE
ADM-2026-05458,Aadhya Deshmukh,9th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05459,Vikas Verma,12th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05460,Karan Nair,11th Grade,B,18000.0,9932.99,8067.01,0.0,PENDING_DUE
ADM-2026-05461,Aditya Das,11th Grade,C,15000.0,5813.15,9186.85,0.0,PENDING_DUE
ADM-2026-05462,Karan Iyer,11th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05463,Diya Choudhury,10th Grade,C,15000.0,8183.9,6816.1,0.0,PENDING_DUE
ADM-2026-05464,Vivaan Sen,11th Grade,D,22000.0,7102.11,14897.89,0.0,PENDING_DUE
ADM-2026-05465,Sanya Sen,11th Grade,C,15000.0,5244.92,9755.08,0.0,PENDING_DUE
ADM-2026-05466,Diya Singh,9th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05467,Riya Choudhury,12th Grade,C,18000.0,4741.85,13258.15,0.0,PENDING_DUE
ADM-2026-05468,Neha Mehta,9th Grade,B,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05469,Kavita Das,9th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05470,Arjun Bose,12th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05471,Sneha Malhotra,11th Grade,B,22000.0,4420.83,17579.17,250.0,DEFAULT_AGED
ADM-2026-05472,Pankaj Singh,10th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05473,Anjali Menon,12th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05474,Meera Deshmukh,12th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05475,Vivaan Reddy,9th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05476,Diya Kumar,12th Grade,D,18000.0,12421.92,5578.08,0.0,PENDING_DUE
ADM-2026-05477,Vivaan Sharma,10th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05478,Vivaan Iyer,12th Grade,C,12000.0,1223.21,10776.79,1000.0,DEFAULT_AGED
ADM-2026-05479,Krishna Mehta,9th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05480,Sneha Menon,10th Grade,B,15000.0,8821.69,6178.31,0.0,PENDING_DUE
ADM-2026-05481,Neha Patel,11th Grade,A,22000.0,15237.81,6762.19,0.0,PENDING_DUE
ADM-2026-05482,Kavita Kumar,12th Grade,B,15000.0,2842.24,12157.76,500.0,DEFAULT_AGED
ADM-2026-05483,Arjun Choudhury,10th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05484,Sneha Das,12th Grade,D,22000.0,5515.52,16484.48,0.0,PENDING_DUE
ADM-2026-05485,Karan Joshi,12th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05486,Krishna Kumar,12th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05487,Ananya Nair,11th Grade,B,12000.0,8369.94,3630.06,0.0,PENDING_DUE
ADM-2026-05488,Reyansh Bose,12th Grade,B,15000.0,3486.14,11513.86,1000.0,DEFAULT_AGED
ADM-2026-05489,Arjun Pillai,9th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05490,Sanya Deshmukh,12th Grade,C,15000.0,9144.34,5855.66,0.0,PENDING_DUE
